method,attack,seed,time_to_safe_set,time_to_safe_after_attack,time_to_target_after_attack,time_to_recover_after_first_violation,recovery_success,safety_violation_duration,hard_safety_violation_duration,max_level_overshoot,max_level_undershoot,pump_empty_run_count,production,production_loss,action_cost,false_recovery_count,shield_intervention_count,trust_mask_accuracy,trust_detection_precision,trust_detection_recall,trust_detection_f1,one_step_rmse,multi_step_rollout_rmse,evaluation_type,flow_deviation_cost,downstream_overload_risk
B5_NO_ROOT_CAUSE,MV101_STUCK_OPEN,2,96,96,96,96,0,96,96,507.88863467448175,0.0,0,13.480176471432081,40.440529414296236,95.0,0,0,0.8883333333333333,0.24786324786324787,0.3020833333333333,0.27230046948356806,1.904245106034739,4.258021502914971,real_calibrated_simulation,40.440529414296236,0
B5_NO_ROOT_CAUSE,MV101_STUCK_OPEN,3,96,96,96,96,0,96,96,507.690873351666,0.0,0,13.929515687146484,39.99119019858183,95.0,0,0,0.8883333333333333,0.24390243902439024,0.3125,0.273972602739726,1.904245106034739,4.258021502914971,real_calibrated_simulation,39.99119019858183,0
B5_NO_ROOT_CAUSE,MV101_STUCK_OPEN,4,96,96,96,96,0,96,96,507.812210373108,0.0,0,13.929515687146484,39.99119019858183,95.0,0,0,0.89,0.25,0.3125,0.2777777777777778,1.904245106034739,4.258021502914971,real_calibrated_simulation,39.99119019858183,0
B5_NO_ROOT_CAUSE,P101_FORCED_OFF,0,96,96,96,96,0,96,96,507.8495702957666,0.0,0,0.0,53.92070588572832,95.0,0,0,0.89,0.3125,0.3125,0.3125,1.904245106034739,4.258021502914971,real_calibrated_simulation,53.92070588572832,0
B5_NO_ROOT_CAUSE,P101_FORCED_OFF,1,96,96,96,96,0,96,96,507.4475995102781,0.0,0,0.0,53.92070588572832,95.0,0,0,0.8866666666666667,0.2916666666666667,0.2916666666666667,0.2916666666666667,1.904245106034739,4.258021502914971,real_calibrated_simulation,53.92070588572832,0
B5_NO_ROOT_CAUSE,P101_FORCED_OFF,2,96,96,96,96,0,96,96,508.1278441265205,0.0,0,0.0,53.92070588572832,95.0,0,0,0.8883333333333333,0.3020833333333333,0.3020833333333333,0.3020833333333333,1.904245106034739,4.258021502914971,real_calibrated_simulation,53.92070588572832,0
B5_NO_ROOT_CAUSE,P101_FORCED_OFF,3,96,96,96,96,0,96,96,507.9688557160431,0.0,0,0.0,53.92070588572832,95.0,0,0,0.8883333333333333,0.30927835051546393,0.3125,0.31088082901554404,1.904245106034739,4.258021502914971,real_calibrated_simulation,53.92070588572832,0
B5_NO_ROOT_CAUSE,P101_FORCED_OFF,4,96,96,96,96,0,96,96,508.22213046365414,0.0,0,0.0,53.92070588572832,95.0,0,0,0.89,0.3125,0.3125,0.3125,1.904245106034739,4.258021502914971,real_calibrated_simulation,53.92070588572832,0
B5_NO_ROOT_CAUSE,P102_FORCED_OFF,0,96,96,96,96,0,96,96,507.77544856699615,0.0,0,13.929515687146484,39.99119019858183,95.0,0,0,0.8400000000000001,0.0,0.0,,1.904245106034739,4.258021502914971,real_calibrated_simulation,39.99119019858183,0
B5_NO_ROOT_CAUSE,P102_FORCED_OFF,1,96,96,96,96,0,96,96,507.4419184400617,0.0,0,13.030837255717678,40.88986863001064,95.0,0,0,0.8400000000000001,0.0,0.0,,1.904245106034739,4.258021502914971,real_calibrated_simulation,40.88986863001064,0
B5_NO_ROOT_CAUSE,P102_FORCED_OFF,2,96,96,96,96,0,96,96,507.88863467448175,0.0,0,13.480176471432081,40.440529414296236,95.0,0,0,0.8400000000000001,0.0,0.0,,1.904245106034739,4.258021502914971,real_calibrated_simulation,40.440529414296236,0
B5_NO_ROOT_CAUSE,P102_FORCED_OFF,3,96,96,96,96,0,96,96,507.690873351666,0.0,0,13.929515687146484,39.99119019858183,95.0,0,0,0.8400000000000001,0.0,0.0,,1.904245106034739,4.258021502914971,real_calibrated_simulation,39.99119019858183,0
B5_NO_ROOT_CAUSE,P102_FORCED_OFF,4,96,96,96,96,0,96,96,507.812210373108,0.0,0,13.929515687146484,39.99119019858183,95.0,0,0,0.8400000000000001,0.0,0.0,,1.904245106034739,4.258021502914971,real_calibrated_simulation,39.99119019858183,0
B5_NO_SHIELD,COMBINED_LIT101_FDI_MV101_OPEN,0,96,96,96,96,0,96,96,483.5868183680076,0.0,0,45.389868630010646,8.530837255717671,209.0,0,0,0.9883333333333333,0.9685863874345549,0.9635416666666666,0.9660574412532636,1.904245106034739,4.258021502914971,real_calibrated_simulation,8.530837255717671,0
B5_NO_SHIELD,COMBINED_LIT101_FDI_MV101_OPEN,1,96,96,96,96,0,96,96,483.5265701249534,0.0,0,44.89052941429624,9.030176471432078,207.8,0,0,0.9866666666666667,0.9633507853403142,0.9583333333333334,0.9608355091383812,1.904245106034739,4.258021502914971,real_calibrated_simulation,9.030176471432078,0
